Provider Parent Org Code,Provider Parent Name,Treatment Function Name,Total waiting > 52 weeks,Total waiting > 18 weeks
QSL,SOMERSET STP,Gastroenterology,50,533
QSL,SOMERSET STP,General Medicine,1,47
QSL,SOMERSET STP,General Surgery,606,2657
QSL,SOMERSET STP,Geriatric Medicine,3,61
QSL,SOMERSET STP,Gynaecology,181,1063
QSL,SOMERSET STP,Neurology,62,771
QSL,SOMERSET STP,Ophthalmology,1195,3950
QSL,SOMERSET STP,Other,795,2462
QSL,SOMERSET STP,Plastic Surgery,8,73
QSL,SOMERSET STP,Rheumatology,25,328
QSL,SOMERSET STP,Thoracic Medicine,11,252
QSL,SOMERSET STP,Total,4348,19952
QSL,SOMERSET STP,Trauma & Orthopaedics,803,4282
QSL,SOMERSET STP,Urology,185,812
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Cardiology,92,1432
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Cardiothoracic Surgery,12,131
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Dermatology,3,732
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,"Ear, Nose & Throat (ENT)",852,5935
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Gastroenterology,62,1769
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,General Medicine,0,2
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,General Surgery,375,2168
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Geriatric Medicine,0,59
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Gynaecology,161,2186
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Neurology,0,24
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Neurosurgery,28,255
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Ophthalmology,895,8499
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Oral Surgery,209,1693
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Other,497,4144
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Plastic Surgery,16,240
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Rheumatology,3,432
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Thoracic Medicine,42,1007
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Total,4619,40759
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Trauma & Orthopaedics,1071,8084
QT1,NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP,Urology,301,1967
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Cardiology,20,363
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Dermatology,3,183
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",66,908
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Gastroenterology,5,204
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),General Medicine,0,0
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),General Surgery,68,580
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Geriatric Medicine,1,27
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Gynaecology,0,277
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Neurology,3,271
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Ophthalmology,63,1131
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Oral Surgery,36,1521
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Other,103,1413
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Rheumatology,0,100
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Thoracic Medicine,1,32
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Total,1163,11525
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Trauma & Orthopaedics,551,3493
QT6,CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP),Urology,243,1022
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Cardiology,6,338
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Cardiothoracic Surgery,0,14
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Dermatology,25,879
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP","Ear, Nose & Throat (ENT)",3060,7672
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Gastroenterology,110,6375
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",General Medicine,4,286
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",General Surgery,793,4225
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Geriatric Medicine,0,51
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Gynaecology,306,2847
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Neurology,26,895
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Neurosurgery,80,391
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Ophthalmology,4020,10617
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Oral Surgery,332,1228
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Other,1880,7873
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Plastic Surgery,882,2330
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Rheumatology,20,1047
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Thoracic Medicine,4,252
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Total,14729,62179
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Trauma & Orthopaedics,2742,11141
QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Urology,439,3718
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Cardiology,151,1613
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Cardiothoracic Surgery,0,51
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Dermatology,114,2496
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,"Ear, Nose & Throat (ENT)",189,3456
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Gastroenterology,31,2092
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,General Medicine,1,10
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,General Surgery,361,5039
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Geriatric Medicine,0,34
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Gynaecology,176,2592
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Neurology,9,292
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Ophthalmology,744,5187
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Oral Surgery,355,4376
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Other,345,5147
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Plastic Surgery,28,490
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Rheumatology,5,571
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Thoracic Medicine,3,276
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Total,3381,43441
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Trauma & Orthopaedics,409,5382
QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Urology,460,4337
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Cardiology,51,1410
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Cardiothoracic Surgery,0,174
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Dermatology,166,1292
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,"Ear, Nose & Throat (ENT)",1136,3410
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Gastroenterology,489,2293
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,General Medicine,0,54
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,General Surgery,345,2066
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Geriatric Medicine,4,119
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Gynaecology,94,964
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Neurology,4,222
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Neurosurgery,69,545
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Ophthalmology,2341,6958
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Oral Surgery,483,1797
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Other,1323,7224
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Plastic Surgery,112,826
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Rheumatology,6,362
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Thoracic Medicine,3,370
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Total,8891,38401
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Trauma & Orthopaedics,1354,5507
QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Urology,911,2808
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Cardiology,539,2513
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Cardiothoracic Surgery,42,383
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Dermatology,30,556
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP","Ear, Nose & Throat (ENT)",392,1977
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Gastroenterology,188,1332
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",General Medicine,0,2
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",General Surgery,179,1200
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Geriatric Medicine,0,25
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Gynaecology,570,2769
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Neurology,83,503
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Neurosurgery,364,938
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Ophthalmology,603,4090
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Oral Surgery,1323,4757
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Other,2645,11640
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Plastic Surgery,58,915
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Rheumatology,2,111
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Thoracic Medicine,8,479
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Total,10236,45388
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Trauma & Orthopaedics,2862,8909
QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Urology,348,2289
QVV,DORSET STP,Cardiology,7,658
QVV,DORSET STP,Cardiothoracic Surgery,0,7
QVV,DORSET STP,Dermatology,163,1384
QVV,DORSET STP,"Ear, Nose & Throat (ENT)",1574,4917
QVV,DORSET STP,Gastroenterology,48,514
QVV,DORSET STP,General Medicine,57,835
QVV,DORSET STP,General Surgery,875,4308
QVV,DORSET STP,Geriatric Medicine,0,21
QVV,DORSET STP,Gynaecology,787,2822
QVV,DORSET STP,Neurology,9,276
QVV,DORSET STP,Neurosurgery,0,0
QVV,DORSET STP,Ophthalmology,582,2746
QVV,DORSET STP,Oral Surgery,1889,3895
QVV,DORSET STP,Other,1219,3133
QVV,DORSET STP,Rheumatology,5,235
QVV,DORSET STP,Thoracic Medicine,20,245
QVV,DORSET STP,Total,10371,36126
QVV,DORSET STP,Trauma & Orthopaedics,2893,8691
QVV,DORSET STP,Urology,243,1439
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiology,428,2957
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,0,0
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Dermatology,119,2738
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",447,3645
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,135,2432
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),General Medicine,0,751
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),General Surgery,420,2949
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,0,23
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Gynaecology,240,2768
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurology,18,568
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,94,916
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,97,2271
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,40,466
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Other,1165,10595
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,179,808
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Rheumatology,27,809
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,8,524
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Total,3875,41583
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,282,4643
QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Urology,176,1720
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Cardiology,66,1198
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,1,87
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Dermatology,93,1405
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",1641,5909
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,153,2397
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),General Medicine,1,27
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),General Surgery,1587,5582
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,0,46
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Gynaecology,977,4288
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Neurology,97,1224
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,27,123
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,636,4052
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,805,2962
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Other,2372,15304
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,787,3031
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Rheumatology,17,424
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,23,720
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Total,13858,64271
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,3621,11150
QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Urology,954,4342
QWU,COVENTRY AND WARWICKSHIRE STP,Cardiology,24,710
QWU,COVENTRY AND WARWICKSHIRE STP,Cardiothoracic Surgery,10,89
QWU,COVENTRY AND WARWICKSHIRE STP,Dermatology,186,2055
QWU,COVENTRY AND WARWICKSHIRE STP,"Ear, Nose & Throat (ENT)",422,2747
QWU,COVENTRY AND WARWICKSHIRE STP,Gastroenterology,21,427
QWU,COVENTRY AND WARWICKSHIRE STP,General Medicine,7,109
QWU,COVENTRY AND WARWICKSHIRE STP,General Surgery,1405,4136
QWU,COVENTRY AND WARWICKSHIRE STP,Geriatric Medicine,0,16
QWU,COVENTRY AND WARWICKSHIRE STP,Gynaecology,705,2628
QWU,COVENTRY AND WARWICKSHIRE STP,Neurology,10,207
QWU,COVENTRY AND WARWICKSHIRE STP,Neurosurgery,308,1106
QWU,COVENTRY AND WARWICKSHIRE STP,Ophthalmology,651,3285
QWU,COVENTRY AND WARWICKSHIRE STP,Oral Surgery,410,1543
QWU,COVENTRY AND WARWICKSHIRE STP,Other,537,2926
QWU,COVENTRY AND WARWICKSHIRE STP,Plastic Surgery,252,683
QWU,COVENTRY AND WARWICKSHIRE STP,Rheumatology,23,187
QWU,COVENTRY AND WARWICKSHIRE STP,Thoracic Medicine,10,241
QWU,COVENTRY AND WARWICKSHIRE STP,Total,6867,32093
QWU,COVENTRY AND WARWICKSHIRE STP,Trauma & Orthopaedics,1191,6265
QWU,COVENTRY AND WARWICKSHIRE STP,Urology,695,2733
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Cardiology,29,792
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,0,3
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Dermatology,13,321
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",190,3130
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,120,1552
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),General Medicine,3,299
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),General Surgery,360,3334
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,1,23
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Gynaecology,94,1241
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Neurology,32,466
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,3,6
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,243,3689
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,198,2177
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Other,174,1879
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,4,62
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Rheumatology,11,264
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,3,546
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Total,2025,24033
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,330,2876
QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Urology,217,1373
QYG,CHESHIRE AND MERSEYSIDE STP,Cardiology,94,2029
QYG,CHESHIRE AND MERSEYSIDE STP,Cardiothoracic Surgery,69,490
QYG,CHESHIRE AND MERSEYSIDE STP,Dermatology,83,2344
QYG,CHESHIRE AND MERSEYSIDE STP,"Ear, Nose & Throat (ENT)",1243,8948
QYG,CHESHIRE AND MERSEYSIDE STP,Gastroenterology,156,3601
QYG,CHESHIRE AND MERSEYSIDE STP,General Medicine,12,280
QYG,CHESHIRE AND MERSEYSIDE STP,General Surgery,2319,13986
QYG,CHESHIRE AND MERSEYSIDE STP,Geriatric Medicine,0,90
QYG,CHESHIRE AND MERSEYSIDE STP,Gynaecology,799,9399
QYG,CHESHIRE AND MERSEYSIDE STP,Neurology,0,1255
QYG,CHESHIRE AND MERSEYSIDE STP,Neurosurgery,142,1287
QYG,CHESHIRE AND MERSEYSIDE STP,Ophthalmology,1531,11295
QYG,CHESHIRE AND MERSEYSIDE STP,Oral Surgery,1254,4006
QYG,CHESHIRE AND MERSEYSIDE STP,Other,1128,15545
QYG,CHESHIRE AND MERSEYSIDE STP,Plastic Surgery,703,4607
QYG,CHESHIRE AND MERSEYSIDE STP,Rheumatology,10,748
QYG,CHESHIRE AND MERSEYSIDE STP,Thoracic Medicine,72,1608
QYG,CHESHIRE AND MERSEYSIDE STP,Total,15064,105691
QYG,CHESHIRE AND MERSEYSIDE STP,Trauma & Orthopaedics,4407,18469
QYG,CHESHIRE AND MERSEYSIDE STP,Urology,1042,5704
