HospitalID,IndicatorID,Date,HospitalValue,BoardValue
43,1,20 Jun 2021,1343,2002
43,2,20 Jun 2021,0.825,0.808
43,3,20 Jun 2021,235,384
43,4,20 Jun 2021,93,131
43,5,20 Jun 2021,42,48
43,6,31 May 2021,5524,8783
43,7,31 May 2021,0.857,0.867
43,10,31 May 2021,792,1165
43,12,31 May 2021,224,300
43,13,31 May 2021,100,127
43,14,31 May 2021,0.283,0.28
43,15,01 Oct 2018,0.789,0.792
43,16,01 Oct 2018,-0.164,-0.172
43,25,29 Apr 2021,NA,74
43,26,29 Apr 2021,NA,23
43,27,01 Apr 2021,NA,2414
43,28,01 Apr 2021,0.046,0.069
43,29,01 Apr 2021,0,0.012
43,30,31 Mar 2021,NA,37
43,31,31 Mar 2021,NA,252
43,32,31 Mar 2021,NA,30
43,33,31 Mar 2021,NA,318.4
43,34,01 Mar 2021,NA,0.681
43,39,01 Dec 2020,489.613,958.484
43,18,31 Mar 2021,NA,49
43,19,31 Mar 2021,NA,102
43,35,31 Mar 2021,NA,0.477
43,36,31 Mar 2021,NA,9262
43,37,31 Mar 2021,NA,279.9
43,38,31 Mar 2021,NA,4439.9
42,1,20 Jun 2021,659,2002
42,2,20 Jun 2021,0.774,0.808
42,3,20 Jun 2021,149,384
42,4,20 Jun 2021,38,131
42,5,20 Jun 2021,6,48
42,6,31 May 2021,2885,8783
42,7,31 May 2021,0.874,0.867
42,10,31 May 2021,364,1165
42,12,31 May 2021,76,300
42,13,31 May 2021,27,127
42,14,31 May 2021,0.31,0.28
42,15,01 Oct 2018,0.779,0.792
42,16,01 Oct 2018,-0.187,-0.172
42,25,29 Apr 2021,NA,74
42,26,29 Apr 2021,NA,23
42,27,01 Apr 2021,NA,2414
42,28,01 Apr 2021,0.079,0.069
42,29,01 Apr 2021,0.017,0.012
42,30,31 Mar 2021,NA,37
42,31,31 Mar 2021,NA,252
42,32,31 Mar 2021,NA,30
42,33,31 Mar 2021,NA,318.4
42,34,01 Mar 2021,NA,0.681
42,39,01 Dec 2020,313.613,958.484
42,18,31 Mar 2021,NA,49
42,19,31 Mar 2021,NA,102
42,35,31 Mar 2021,NA,0.477
42,36,31 Mar 2021,NA,9262
42,37,31 Mar 2021,NA,279.9
42,38,31 Mar 2021,NA,4439.9
9,1,20 Jun 2021,594,594
9,2,20 Jun 2021,0.756,0.756
9,3,20 Jun 2021,145,145
9,4,20 Jun 2021,34,34
9,5,20 Jun 2021,25,25
9,6,31 May 2021,2653,2682
9,7,31 May 2021,0.842,0.844
9,10,31 May 2021,419,419
9,12,31 May 2021,64,64
9,13,31 May 2021,24,24
9,14,31 May 2021,0.332,0.328
9,15,01 Oct 2018,0.86,0.86
9,16,01 Oct 2018,-0.009,-0.017
9,25,29 Apr 2021,NA,38
9,26,29 Apr 2021,NA,22
9,27,01 Apr 2021,NA,1067
9,28,01 Apr 2021,0.035,0.035
9,29,01 Apr 2021,0.014,0.014
9,30,31 Mar 2021,NA,28
9,31,31 Mar 2021,NA,205.9
9,32,31 Mar 2021,NA,35
9,33,31 Mar 2021,NA,366.2
9,34,01 Mar 2021,NA,0.744
9,39,01 Dec 2020,204.452,204.452
9,18,31 Mar 2021,NA,47
9,19,31 Mar 2021,NA,61
9,35,31 Mar 2021,NA,0.547
9,36,31 Mar 2021,NA,2719.6
9,37,31 Mar 2021,NA,93.4
9,38,31 Mar 2021,NA,1175.3
13,1,20 Jun 2021,662,925
13,2,20 Jun 2021,0.763,0.811
13,3,20 Jun 2021,157,175
13,4,20 Jun 2021,26,30
13,5,20 Jun 2021,0,1
13,6,31 May 2021,2518,3424
13,7,31 May 2021,0.855,0.871
13,10,31 May 2021,365,443
13,12,31 May 2021,24,36
13,13,31 May 2021,0,2
13,14,31 May 2021,0.298,0.237
13,15,01 Oct 2018,0.821,0.907
13,16,01 Oct 2018,-0.228,-0.2
13,25,29 Apr 2021,NA,31
13,26,29 Apr 2021,NA,20
13,27,01 Apr 2021,NA,966
13,28,01 Apr 2021,0.066,0.063
13,29,01 Apr 2021,0.013,0.012
13,30,31 Mar 2021,NA,28
13,31,31 Mar 2021,NA,207
13,32,31 Mar 2021,NA,33
13,33,31 Mar 2021,NA,160
13,34,01 Mar 2021,NA,0.731
13,39,01 Dec 2020,269.355,323.903
13,18,31 Mar 2021,NA,45
13,19,31 Mar 2021,NA,102
13,35,31 Mar 2021,NA,0.9
13,36,31 Mar 2021,NA,3845.8
13,37,31 Mar 2021,NA,119.9
13,38,31 Mar 2021,NA,1844.1
16,1,20 Jun 2021,263,925
16,2,20 Jun 2021,0.932,0.811
16,3,20 Jun 2021,18,175
16,4,20 Jun 2021,4,30
16,5,20 Jun 2021,1,1
16,6,31 May 2021,906,3424
16,7,31 May 2021,0.914,0.871
16,10,31 May 2021,78,443
16,12,31 May 2021,12,36
16,13,31 May 2021,2,2
16,14,31 May 2021,0.068,0.237
16,15,01 Oct 2018,NA,0.907
16,16,01 Oct 2018,NA,-0.2
16,25,29 Apr 2021,NA,31
16,26,29 Apr 2021,NA,20
16,27,01 Apr 2021,NA,966
16,28,01 Apr 2021,0.063,0.063
16,29,01 Apr 2021,0,0.012
16,30,31 Mar 2021,NA,28
16,31,31 Mar 2021,NA,207
16,32,31 Mar 2021,NA,33
16,33,31 Mar 2021,NA,160
16,34,01 Mar 2021,NA,0.731
16,39,01 Dec 2020,25.419,323.903
16,18,31 Mar 2021,NA,45
16,19,31 Mar 2021,NA,102
16,35,31 Mar 2021,NA,0.9
16,36,31 Mar 2021,NA,3845.8
16,37,31 Mar 2021,NA,119.9
16,38,31 Mar 2021,NA,1844.1
44,1,20 Jun 2021,1302,1302
44,2,20 Jun 2021,0.849,0.849
44,3,20 Jun 2021,197,197
44,4,20 Jun 2021,5,5
44,5,20 Jun 2021,1,1
44,6,31 May 2021,5645,7039
44,7,31 May 2021,0.841,0.872
44,10,31 May 2021,899,900
44,12,31 May 2021,68,68
44,13,31 May 2021,8,8
44,14,31 May 2021,0.321,0.258
44,15,01 Oct 2018,0.858,0.859
44,16,01 Oct 2018,-0.098,-0.099
44,25,29 Apr 2021,NA,118
44,26,29 Apr 2021,NA,47
44,27,01 Apr 2021,NA,3466
44,28,01 Apr 2021,0.059,0.055
44,29,01 Apr 2021,0.022,0.018
44,30,31 Mar 2021,NA,24
44,31,31 Mar 2021,NA,188
44,32,31 Mar 2021,NA,41
44,33,31 Mar 2021,NA,136.6
44,34,01 Mar 2021,NA,0.724
44,39,01 Dec 2020,536.613,750.355
44,18,31 Mar 2021,NA,40
44,19,31 Mar 2021,NA,102
44,35,31 Mar 2021,NA,0.807
44,36,31 Mar 2021,NA,7965.9
44,37,31 Mar 2021,NA,264.7
44,38,31 Mar 2021,NA,3876
63,1,20 Jun 2021,NA,1302
63,2,20 Jun 2021,NA,0.849
63,3,20 Jun 2021,NA,197
63,4,20 Jun 2021,NA,5
63,5,20 Jun 2021,NA,1
63,6,31 May 2021,1108,7039
63,7,31 May 2021,1,0.872
63,10,31 May 2021,0,900
63,12,31 May 2021,0,68
63,13,31 May 2021,0,8
63,14,31 May 2021,0.003,0.258
63,15,01 Oct 2018,NA,0.859
63,16,01 Oct 2018,NA,-0.099
63,25,29 Apr 2021,NA,118
63,26,29 Apr 2021,NA,47
63,27,01 Apr 2021,NA,3466
63,28,01 Apr 2021,0.051,0.055
63,29,01 Apr 2021,0.014,0.018
63,30,31 Mar 2021,NA,24
63,31,31 Mar 2021,NA,188
63,32,31 Mar 2021,NA,41
63,33,31 Mar 2021,NA,136.6
63,34,01 Mar 2021,NA,0.724
63,39,01 Dec 2020,88.613,750.355
63,18,31 Mar 2021,NA,40
63,19,31 Mar 2021,NA,102
63,35,31 Mar 2021,NA,0.807
63,36,31 Mar 2021,NA,7965.9
63,37,31 Mar 2021,NA,264.7
63,38,31 Mar 2021,NA,3876
72,1,20 Jun 2021,NA,1322
72,2,20 Jun 2021,NA,0.715
72,3,20 Jun 2021,NA,377
72,4,20 Jun 2021,NA,18
72,5,20 Jun 2021,NA,2
72,6,31 May 2021,NA,6424
72,7,31 May 2021,NA,0.838
72,10,31 May 2021,NA,1041
72,12,31 May 2021,NA,59
72,13,31 May 2021,NA,7
72,14,31 May 2021,NA,0.245
72,15,01 Oct 2018,NA,0.876
72,16,01 Oct 2018,NA,-0.189
72,25,29 Apr 2021,NA,67
72,26,29 Apr 2021,NA,31
72,27,01 Apr 2021,NA,2020
72,28,01 Apr 2021,0.031,0.051
72,29,01 Apr 2021,0,0.001
72,30,31 Mar 2021,NA,28
72,31,31 Mar 2021,NA,238
72,32,31 Mar 2021,NA,51
72,33,31 Mar 2021,NA,363
72,34,01 Mar 2021,NA,0.683
72,39,01 Dec 2020,69,716.742
72,18,31 Mar 2021,NA,42
72,19,31 Mar 2021,NA,90
72,35,31 Mar 2021,NA,0.878
72,36,31 Mar 2021,NA,5784.5
72,37,31 Mar 2021,NA,244.6
72,38,31 Mar 2021,NA,2957.8
15,1,20 Jun 2021,1322,1322
15,2,20 Jun 2021,0.715,0.715
15,3,20 Jun 2021,377,377
15,4,20 Jun 2021,18,18
15,5,20 Jun 2021,2,2
15,6,31 May 2021,4829,6424
15,7,31 May 2021,0.785,0.838
15,10,31 May 2021,1039,1041
15,12,31 May 2021,59,59
15,13,31 May 2021,7,7
15,14,31 May 2021,0.323,0.245
15,15,01 Oct 2018,0.876,0.876
15,16,01 Oct 2018,-0.189,-0.189
15,25,29 Apr 2021,NA,67
15,26,29 Apr 2021,NA,31
15,27,01 Apr 2021,NA,2020
15,28,01 Apr 2021,0.055,0.051
15,29,01 Apr 2021,0.001,0.001
15,30,31 Mar 2021,NA,28
15,31,31 Mar 2021,NA,238
15,32,31 Mar 2021,NA,51
15,33,31 Mar 2021,NA,363
15,34,01 Mar 2021,NA,0.683
15,39,01 Dec 2020,563.71,716.742
15,18,31 Mar 2021,NA,42
15,19,31 Mar 2021,NA,90
15,35,31 Mar 2021,NA,0.878
15,36,31 Mar 2021,NA,5784.5
15,37,31 Mar 2021,NA,244.6
15,38,31 Mar 2021,NA,2957.8
3,1,20 Jun 2021,1009,1945
3,2,20 Jun 2021,0.792,0.863
3,3,20 Jun 2021,210,267
3,4,20 Jun 2021,22,24
3,5,20 Jun 2021,5,5
3,6,31 May 2021,4246,8881
3,7,31 May 2021,0.809,0.877
3,10,31 May 2021,809,1096
3,12,31 May 2021,52,72
3,13,31 May 2021,4,6
3,14,31 May 2021,0.31,0.228
3,15,01 Oct 2018,0.874,0.948
3,16,01 Oct 2018,-0.049,-0.041
3,25,29 Apr 2021,NA,60
3,26,29 Apr 2021,NA,33
3,27,01 Apr 2021,NA,1598
3,28,01 Apr 2021,0.098,0.082
3,29,01 Apr 2021,0.02,0.02
3,30,31 Mar 2021,NA,35
3,31,31 Mar 2021,NA,202
3,32,31 Mar 2021,NA,44
3,33,31 Mar 2021,NA,364
3,34,01 Mar 2021,NA,0
3,39,01 Dec 2020,670.323,956.516
3,18,31 Mar 2021,NA,48
3,19,31 Mar 2021,NA,97
3,35,31 Mar 2021,NA,0.489
3,36,31 Mar 2021,NA,13636.3
3,37,31 Mar 2021,NA,549.3
3,38,31 Mar 2021,NA,5900.4
68,1,20 Jun 2021,NA,1945
68,2,20 Jun 2021,NA,0.863
68,3,20 Jun 2021,NA,267
68,4,20 Jun 2021,NA,24
68,5,20 Jun 2021,NA,5
68,6,31 May 2021,NA,8881
68,7,31 May 2021,NA,0.877
68,10,31 May 2021,NA,1096
68,12,31 May 2021,NA,72
68,13,31 May 2021,NA,6
68,14,31 May 2021,NA,0.228
68,15,01 Oct 2018,NA,0.948
68,16,01 Oct 2018,NA,-0.041
68,25,29 Apr 2021,NA,60
68,26,29 Apr 2021,NA,33
68,27,01 Apr 2021,NA,1598
68,28,01 Apr 2021,0.014,0.082
68,29,01 Apr 2021,0.005,0.02
68,30,31 Mar 2021,NA,35
68,31,31 Mar 2021,NA,202
68,32,31 Mar 2021,NA,44
68,33,31 Mar 2021,NA,364
68,34,01 Mar 2021,NA,0
68,39,01 Dec 2020,156.129,956.516
68,18,31 Mar 2021,NA,48
68,19,31 Mar 2021,NA,97
68,35,31 Mar 2021,NA,0.489
68,36,31 Mar 2021,NA,13636.3
68,37,31 Mar 2021,NA,549.3
68,38,31 Mar 2021,NA,5900.4
32,1,20 Jun 2021,364,1945
32,2,20 Jun 2021,0.978,0.863
32,3,20 Jun 2021,8,267
32,4,20 Jun 2021,0,24
32,5,20 Jun 2021,0,5
32,6,31 May 2021,1396,8881
32,7,31 May 2021,0.978,0.877
32,10,31 May 2021,31,1096
32,12,31 May 2021,1,72
32,13,31 May 2021,0,6
32,14,31 May 2021,0.073,0.228
32,15,01 Oct 2018,NA,0.948
32,16,01 Oct 2018,NA,-0.041
32,25,29 Apr 2021,NA,60
32,26,29 Apr 2021,NA,33
32,27,01 Apr 2021,NA,1598
32,28,01 Apr 2021,0.071,0.082
32,29,01 Apr 2021,0.026,0.02
32,30,31 Mar 2021,NA,35
32,31,31 Mar 2021,NA,202
32,32,31 Mar 2021,NA,44
32,33,31 Mar 2021,NA,364
32,34,01 Mar 2021,NA,0
32,39,01 Dec 2020,23.581,956.516
32,18,31 Mar 2021,NA,48
32,19,31 Mar 2021,NA,97
32,35,31 Mar 2021,NA,0.489
32,36,31 Mar 2021,NA,13636.3
32,37,31 Mar 2021,NA,549.3
32,38,31 Mar 2021,NA,5900.4
11,1,20 Jun 2021,572,1945
11,2,20 Jun 2021,0.914,0.863
11,3,20 Jun 2021,49,267
11,4,20 Jun 2021,2,24
11,5,20 Jun 2021,0,5
11,6,31 May 2021,2162,8881
11,7,31 May 2021,0.883,0.877
11,10,31 May 2021,252,1096
11,12,31 May 2021,19,72
11,13,31 May 2021,2,6
11,14,31 May 2021,0.283,0.228
11,15,01 Oct 2018,0.954,0.948
11,16,01 Oct 2018,-0.049,-0.041
11,25,29 Apr 2021,NA,60
11,26,29 Apr 2021,NA,33
11,27,01 Apr 2021,NA,1598
11,28,01 Apr 2021,0.079,0.082
11,29,01 Apr 2021,0.027,0.02
11,30,31 Mar 2021,NA,35
11,31,31 Mar 2021,NA,202
11,32,31 Mar 2021,NA,44
11,33,31 Mar 2021,NA,364
11,34,01 Mar 2021,NA,0
11,39,01 Dec 2020,86.065,956.516
11,18,31 Mar 2021,NA,48
11,19,31 Mar 2021,NA,97
11,35,31 Mar 2021,NA,0.489
11,36,31 Mar 2021,NA,13636.3
11,37,31 Mar 2021,NA,549.3
11,38,31 Mar 2021,NA,5900.4
65,1,20 Jun 2021,NA,7179
65,2,20 Jun 2021,NA,0.862
65,3,20 Jun 2021,NA,991
65,4,20 Jun 2021,NA,58
65,5,20 Jun 2021,NA,1
65,6,31 May 2021,1366,33638
65,7,31 May 2021,0.964,0.918
65,10,31 May 2021,49,2760
65,12,31 May 2021,4,118
65,13,31 May 2021,0,6
65,14,31 May 2021,0.13,0.256
65,15,01 Oct 2018,NA,0.869
65,16,01 Oct 2018,NA,-0.144
65,25,29 Apr 2021,NA,279
65,26,29 Apr 2021,NA,120
65,27,01 Apr 2021,NA,8195
65,28,01 Apr 2021,0.058,0.057
65,29,01 Apr 2021,0,0.011
65,30,31 Mar 2021,NA,31
65,31,31 Mar 2021,NA,339
65,32,31 Mar 2021,NA,25
65,33,31 Mar 2021,NA,362
65,34,01 Mar 2021,NA,0.783
65,39,01 Dec 2020,79.129,3723.484
65,18,31 Mar 2021,NA,44
65,19,31 Mar 2021,NA,89
65,35,31 Mar 2021,NA,0.577
65,36,31 Mar 2021,NA,35762.4
65,37,31 Mar 2021,NA,1650.7
65,38,31 Mar 2021,NA,16314.3
23,1,20 Jun 2021,636,7179
23,2,20 Jun 2021,0.906,0.862
23,3,20 Jun 2021,60,991
23,4,20 Jun 2021,12,58
23,5,20 Jun 2021,0,1
23,6,31 May 2021,2714,33638
23,7,31 May 2021,0.929,0.918
23,10,31 May 2021,194,2760
23,12,31 May 2021,7,118
23,13,31 May 2021,0,6
23,14,31 May 2021,0.24,0.256
23,15,01 Oct 2018,1.058,0.869
23,16,01 Oct 2018,-0.213,-0.144
23,25,29 Apr 2021,NA,279
23,26,29 Apr 2021,NA,120
23,27,01 Apr 2021,NA,8195
23,28,01 Apr 2021,0.082,0.057
23,29,01 Apr 2021,0.007,0.011
23,30,31 Mar 2021,NA,31
23,31,31 Mar 2021,NA,339
23,32,31 Mar 2021,NA,25
23,33,31 Mar 2021,NA,362
23,34,01 Mar 2021,NA,0.783
23,39,01 Dec 2020,262.806,3723.484
23,18,31 Mar 2021,NA,44
23,19,31 Mar 2021,NA,89
23,35,31 Mar 2021,NA,0.577
23,36,31 Mar 2021,NA,35762.4
23,37,31 Mar 2021,NA,1650.7
23,38,31 Mar 2021,NA,16314.3
33,1,20 Jun 2021,1358,7179
33,2,20 Jun 2021,0.812,0.862
33,3,20 Jun 2021,255,991
33,4,20 Jun 2021,9,58
33,5,20 Jun 2021,0,1
33,6,31 May 2021,5271,33638
33,7,31 May 2021,0.87,0.918
33,10,31 May 2021,684,2760
33,12,31 May 2021,47,118
33,13,31 May 2021,6,6
33,14,31 May 2021,0.314,0.256
33,15,01 Oct 2018,0.955,0.869
33,16,01 Oct 2018,-0.143,-0.144
33,25,29 Apr 2021,NA,279
33,26,29 Apr 2021,NA,120
33,27,01 Apr 2021,NA,8195
33,28,01 Apr 2021,0.06,0.057
33,29,01 Apr 2021,0.005,0.011
33,30,31 Mar 2021,NA,31
33,31,31 Mar 2021,NA,339
33,32,31 Mar 2021,NA,25
33,33,31 Mar 2021,NA,362
33,34,01 Mar 2021,NA,0.783
33,39,01 Dec 2020,475.581,3723.484
33,18,31 Mar 2021,NA,44
33,19,31 Mar 2021,NA,89
33,35,31 Mar 2021,NA,0.577
33,36,31 Mar 2021,NA,35762.4
33,37,31 Mar 2021,NA,1650.7
33,38,31 Mar 2021,NA,16314.3
20,1,20 Jun 2021,1705,7179
20,2,20 Jun 2021,0.853,0.862
20,3,20 Jun 2021,250,991
20,4,20 Jun 2021,9,58
20,5,20 Jun 2021,0,1
20,6,31 May 2021,6865,33638
20,7,31 May 2021,0.915,0.918
20,10,31 May 2021,586,2760
20,12,31 May 2021,24,118
20,13,31 May 2021,0,6
20,14,31 May 2021,0.307,0.256
20,15,01 Oct 2018,0.827,0.869
20,16,01 Oct 2018,-0.12,-0.144
20,25,29 Apr 2021,NA,279
20,26,29 Apr 2021,NA,120
20,27,01 Apr 2021,NA,8195
20,28,01 Apr 2021,0.034,0.057
20,29,01 Apr 2021,0.002,0.011
20,30,31 Mar 2021,NA,31
20,31,31 Mar 2021,NA,339
20,32,31 Mar 2021,NA,25
20,33,31 Mar 2021,NA,362
20,34,01 Mar 2021,NA,0.783
20,39,01 Dec 2020,894.677,3723.484
20,18,31 Mar 2021,NA,44
20,19,31 Mar 2021,NA,89
20,35,31 Mar 2021,NA,0.577
20,36,31 Mar 2021,NA,35762.4
20,37,31 Mar 2021,NA,1650.7
20,38,31 Mar 2021,NA,16314.3
67,1,20 Jun 2021,NA,7179
67,2,20 Jun 2021,NA,0.862
67,3,20 Jun 2021,NA,991
67,4,20 Jun 2021,NA,58
67,5,20 Jun 2021,NA,1
67,6,31 May 2021,1876,33638
67,7,31 May 2021,0.998,0.918
67,10,31 May 2021,3,2760
67,12,31 May 2021,0,118
67,13,31 May 2021,0,6
67,14,31 May 2021,0.001,0.256
67,15,01 Oct 2018,NA,0.869
67,16,01 Oct 2018,NA,-0.144
67,25,29 Apr 2021,NA,279
67,26,29 Apr 2021,NA,120
67,27,01 Apr 2021,NA,8195
67,28,01 Apr 2021,0.07,0.057
67,29,01 Apr 2021,0.018,0.011
67,30,31 Mar 2021,NA,31
67,31,31 Mar 2021,NA,339
67,32,31 Mar 2021,NA,25
67,33,31 Mar 2021,NA,362
67,34,01 Mar 2021,NA,0.783
67,39,01 Dec 2020,50.71,3723.484
67,18,31 Mar 2021,NA,44
67,19,31 Mar 2021,NA,89
67,35,31 Mar 2021,NA,0.577
67,36,31 Mar 2021,NA,35762.4
67,37,31 Mar 2021,NA,1650.7
67,38,31 Mar 2021,NA,16314.3
66,1,20 Jun 2021,NA,7179
66,2,20 Jun 2021,NA,0.862
66,3,20 Jun 2021,NA,991
66,4,20 Jun 2021,NA,58
66,5,20 Jun 2021,NA,1
66,6,31 May 2021,1896,33638
66,7,31 May 2021,0.999,0.918
66,10,31 May 2021,1,2760
66,12,31 May 2021,0,118
66,13,31 May 2021,0,6
66,14,31 May 2021,0,0.256
66,15,01 Oct 2018,NA,0.869
66,16,01 Oct 2018,NA,-0.144
66,25,29 Apr 2021,NA,279
66,26,29 Apr 2021,NA,120
66,27,01 Apr 2021,NA,8195
66,28,01 Apr 2021,0.061,0.057
66,29,01 Apr 2021,0.007,0.011
66,30,31 Mar 2021,NA,31
66,31,31 Mar 2021,NA,339
66,32,31 Mar 2021,NA,25
66,33,31 Mar 2021,NA,362
66,34,01 Mar 2021,NA,0.783
66,39,01 Dec 2020,54.677,3723.484
66,18,31 Mar 2021,NA,44
66,19,31 Mar 2021,NA,89
66,35,31 Mar 2021,NA,0.577
66,36,31 Mar 2021,NA,35762.4
66,37,31 Mar 2021,NA,1650.7
66,38,31 Mar 2021,NA,16314.3
59,1,20 Jun 2021,1961,7179
59,2,20 Jun 2021,0.789,0.862
59,3,20 Jun 2021,413,991
59,4,20 Jun 2021,28,58
59,5,20 Jun 2021,1,1
59,6,31 May 2021,7921,33638
59,7,31 May 2021,0.851,0.918
59,10,31 May 2021,1184,2760
59,12,31 May 2021,35,118
59,13,31 May 2021,0,6
59,14,31 May 2021,0.369,0.256
59,15,01 Oct 2018,0.814,0.869
59,16,01 Oct 2018,-0.15,-0.144
59,25,29 Apr 2021,NA,279
59,26,29 Apr 2021,NA,120
59,27,01 Apr 2021,NA,8195
59,28,01 Apr 2021,0.076,0.057
59,29,01 Apr 2021,0.029,0.011
59,30,31 Mar 2021,NA,31
59,31,31 Mar 2021,NA,339
59,32,31 Mar 2021,NA,25
59,33,31 Mar 2021,NA,362
59,34,01 Mar 2021,NA,0.783
59,39,01 Dec 2020,1422.419,3723.484
59,18,31 Mar 2021,NA,44
59,19,31 Mar 2021,NA,89
59,35,31 Mar 2021,NA,0.577
59,36,31 Mar 2021,NA,35762.4
59,37,31 Mar 2021,NA,1650.7
59,38,31 Mar 2021,NA,16314.3
64,1,20 Jun 2021,NA,7179
64,2,20 Jun 2021,NA,0.862
64,3,20 Jun 2021,NA,991
64,4,20 Jun 2021,NA,58
64,5,20 Jun 2021,NA,1
64,6,31 May 2021,NA,33638
64,7,31 May 2021,NA,0.918
64,10,31 May 2021,NA,2760
64,12,31 May 2021,NA,118
64,13,31 May 2021,NA,6
64,14,31 May 2021,NA,0.256
64,15,01 Oct 2018,NA,0.869
64,16,01 Oct 2018,NA,-0.144
64,25,29 Apr 2021,NA,279
